txn_id,account_id,customer_id,txn_time,txn_type,amount,currency,channel,status,_ingest_ts
ITX000137,ACC00133,CUST00133,2026-05-05 23:06:12,credit,2769.43,INR,UPI,SUCCESS,2026-04-28 04:42:32
ITX000178,ACC00039,CUST00039,2026-05-08 01:54:33,D,0.0,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000170,ACC00379,CUST00379,2026-05-20 05:22:28,credit,2969.98,INR,UPI,PENDING,2026-04-28 04:37:54
ITX000189,ACC00358,CUST00358,2026-05-03 08:25:29,DEBIT,8764.32,INR,UPI,SUCCESS,2026-04-28 04:39:12
ITX000180,ACC00033,CUST00033,2026-05-24 00:43:05,debit,8305.47,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000095,ACC00259,CUST00259,2026-05-22 18:54:11,DB,6819.25,INR,BRANCH,FAILED,2026-04-28 04:41:19
ITX000137,ACC00133,CUST00133,2026-05-05 23:06:12,credit,2769.43,INR,UPI,SUCCESS,2026-04-28 04:37:54
ITX000044,ACC00321,CUST00321,2026-05-16 07:52:35,Credit,65493.95,INR,CHEQUE,PENDING,2026-04-28 04:40:56
ITX000148,ACC00150,CUST00150,2026-05-02 13:04:07,DB,3082.45,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:39:05
ITX000083,ACC00487,CUST00487,2026-05-03 06:29:38,credit,7093.42,INR,CHEQUE,SUCCESS,2026-04-28 04:37:54
ITX000079,ACC00425,CUST00425,2026-05-20 15:19:29,CR,6767.71,INR,CHEQUE,SUCCESS,2026-04-28 04:42:44
ITX000042,ACC00148,CUST00148,2026-05-28 02:17:07,Debit,11098.43,INR,NEFT,SUCCESS,2026-04-28 04:37:54
ITX000058,ACC00116,CUST00116,2026-05-19 21:38:05,credit,9578.61,INR,IMPS,SUCCESS,2026-04-28 04:41:37
ITX000161,ACC00403,CUST00403,2026-05-24 00:37:49,debit,14504.18,INR,CHEQUE,FAILED,2026-04-28 04:41:42
